ลำดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,รหัสรับร่วม,รับ,สมัคร,ผ่าน,ยืนยันสิทธิ์,อัตราการแข่งขัน,คะแนนสูงสุด,คะแนนต่ำสุด
4587,10270120212701F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์),,Admission2,Admission2,,,10,11,1,1,1 : 1.1,12898.9000,12898.9000
4588,10270120800201F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรีและนาฏศิลป์),,Admission1,Admission1,,,10,3,2,1,1 : 0.3,38.6130,38.6130
4589,10270120800201F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรีและนาฏศิลป์),,Admission2,Admission2,PAT6,,10,0,0,0,1 : 0,0.0000,0.0000
4590,10270120901801F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน),,Admission1,Admission1,,,20,32,14,11,1 : 1.6,71.0833,29.3513
4591,10270120901801F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน),,Admission2,Admission2,,,20,25,5,5,1 : 1.25,17120.3400,7631.2000
4592,10270120902001F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย),,Admission1,Admission1,,,50,227,77,65,1 : 4.54,68.5000,24.6180
4593,10270120902001F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย),,Admission2,Admission2,,,50,199,37,29,1 : 3.98,17528.3400,8647.6400
4594,10270120902501F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission1,Admission1,,,50,198,65,53,1 : 3.96,73.8667,30.2167
4595,10270120902501F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission2,Admission2,,,50,148,35,30,1 : 2.96,20237.3400,8926.8000
4596,10270120903601F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม),,Admission1,Admission1,,,30,53,12,12,1 : 1.77,62.5333,11.0000
4597,10270120903601F,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม),,Admission2,Admission2,,,30,50,12,7,1 : 1.67,16276.0000,10063.5000
4598,10270121903101A,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชาการจัดการนวัตกรรมสาธารณะ,,Admission1,Admission1,,,40,88,24,15,1 : 2.2,58.5833,11.2000
4599,10270121903101A,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชาการจัดการนวัตกรรมสาธารณะ,,Admission2,Admission2,,,30,54,7,7,1 : 1.8,12908.1000,8823.1400
4600,10270121903201A,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,,Admission1,Admission1,,,80,348,85,71,1 : 4.35,73.8333,9.4000
4601,10270121903201A,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,,Admission2,Admission2,,,80,295,35,25,1 : 3.69,15115.2400,8991.0000
4602,10270121903601A,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม,,Admission1,Admission1,,,45,88,13,9,1 : 1.96,56.7333,13.3000
4603,10270121903601A,มหาวิทยาลัยพะเยา,วิทยาเขตหลัก,คณะรัฐศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม,,Admission2,Admission2,,,45,79,6,5,1 : 1.76,17974.0400,8383.2000
