สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน ประมวลผลครั้งที่ 1,ผ่าน ประมวลผลครั้งที่ 2,คะแนนสูงสุด ประมวลผลครั้งที่ 1,คะแนนต่ำสุด ประมวลผลครั้งที่ 1,คะแนนสูงสุด ประมวลผลครั้งที่ 2,คะแนนต่ำสุด ประมวลผลครั้งที่ 2
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,เทคโนโลยีสารสนเทศเพื่อธุรกิจ,0,40,563,40,40,66.9220,59.8108,66.2888,59.6552
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,,การศึกษาปฐมวัย,0,23,674,23,23,78.6972,73.6401,78.2819,73.0750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา  เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 1,ประถมศึกษา,2731,32,7,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือกสอบวิชาสังคมศึกษา,ประถมศึกษา,2731,32,611,10,11,77.8054,73.3388,77.8054,72.9500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,ประถมศึกษา,2731,32,182,22,21,80.6332,73.2763,80.6332,73.2763
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกคณิตศาสตร์ ,มัธยมศึกษา,0,48,263,48,48,80.7888,57.4554,80.7888,57.4276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,มัธยมศึกษา,0,9,69,9,9,69.9276,53.9776,69.9276,53.9776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,มัธยมศึกษา,0,20,122,20,20,66.7332,51.5054,66.7332,51.0722
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,มัธยมศึกษา,0,20,107,20,20,69.4664,57.7720,69.4664,57.7720
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกวิทยาศาสตร์ทั่วไป,มัธยมศึกษา,0,20,83,20,20,68.8754,51.5820,68.8754,51.5820
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาอังกฤษ,มัธยมศึกษา,0,13,365,13,13,90.4028,84.5833,90.4028,84.5833
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาจีน,มัธยมศึกษา,0,5,79,5,5,79.6026,73.9554,79.6026,73.9554
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกสังคมศึกษา เลือกสอบวิชาสังคมศึกษา,มัธยมศึกษา,0,17,257,17,17,78.0416,72.9304,78.0416,72.9304
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาไทย,มัธยมศึกษา,0,15,39,15,15,81.7944,72.4332,81.7944,72.3444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชาศิลปศึกษา วิชาเอกศิลปศึกษา,ศิลปศึกษา,0,11,124,11,11,77.0830,66.1275,77.0830,66.1275
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกธุรกิจศึกษา,ธุรกิจและอาชีวศึกษา,0,30,140,30,30,67.7916,59.4054,67.7916,59.3750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 1,เทคโนโลยีการศึกษา,2732,4,5,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,เทคโนโลยีการศึกษา,2732,4,50,4,4,73.4860,70.5970,73.4860,70.5970
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกคอมพิวเตอร์การศึกษา,เทคโนโลยีการศึกษา,0,5,124,5,5,63.9693,60.9095,63.9693,60.9095
