programCode,university,facultyName,program,majorName,detail,weightsYear,estMinScore,tgat,tgat1,tgat2,tgat3,tpat1,tpat11,tpat12,tpat13,tpat2,tpat21,tpat22,tpat23,tpat3,tpat4,tpat5,a_lv_61,a_lv_62,a_lv_63,a_lv_64,a_lv_65,a_lv_66,a_lv_70,a_lv_81,a_lv_82,a_lv_83,a_lv_84,a_lv_85,a_lv_86,a_lv_87,a_lv_88,a_lv_89
10010127703701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,การศึกษาปฐมวัย,,2569,74.3337,20,,,,,,,,,,,,,,30,,,,,,,,25,25,,,,,,,
10010127703701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,มัธยมศึกษา,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาไทย เลือกสอบวิชาภาษาไทย,2569,74.3337,20,,,,,,,,,,,,,,30,,,,,,,,25,25,,,,,,,
10010127703701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,ประถมศึกษา,วิชาเอกประถมศึกษา เลือกสอบวิชาสังคมศึกษา,2569,74.3337,20,,,,,,,,,,,,,,30,,,,,,,,25,25,,,,,,,
10010127703701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,ธุรกิจและอาชีวศึกษา,วิชาเอกธุรกิจศึกษา,2569,74.3337,20,,,,,,,,,,,,,,30,,,,,,,,25,25,,,,,,,
10010127703701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,เทคโนโลยีการศึกษา,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาสังคมศึกษา,2569,74.3337,20,,,,,,,,,,,,,,30,,,,,,,,25,25,,,,,,,
10010127703701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,การศึกษานอกระบบโรงเรียน,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาสังคมศึกษา,2569,74.3337,20,,,,,,,,,,,,,,30,,,,,,,,25,25,,,,,,,
10010138113101A,จุฬาลงกรณ์มหาวิทยาลัย,คณะจิตวิทยา,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจิตวิทยา,,(รูปแบบที่ 1),2569,62.9367,50,,,,,,,,,,,,,,,25,,,,,25,,,,,,,,,,
10010134901001A,จุฬาลงกรณ์มหาวิทยาลัย,คณะนิติศาสตร์,หลักสูตรนิติศาสตรบัณฑิต,,เลือกสอบวิชาคณิตศาสตร์,2569,72.1338,20,,,,,,,,,,,,,,,,20,,,,,20,20,20,,,,,,,
10010128901101A,จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,นิเทศศาสตร์,เลือกสอบวิชาคณิตศาสตร์,2569,67.9952,30,,,,,,,,,,,,,,,30,,,,,,20,20,,,,,,,,
10010126610801A,จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,,หลักสูตรบัญชีบัณฑิต/หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 3),2569,79.2094,40,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
10010126610801A,จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,บริหารธุรกิจ,,2569,79.2094,40,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
10010126610901A,จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,การประกันภัย,,2569,62.1294,40,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
10010126610901A,จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,เทคโนโลยีสารสนเทศเพื่อธุรกิจ,,2569,62.1294,40,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
10010126610501A,จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,,,2569,82.8094,40,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
10010126610901A,จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,สถิติและวิทยาการข้อมูล,,2569,62.1294,40,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สังคมวิทยาและมานุษยวิทยา,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเกาหลี,2569,69.1461,10,,,,,,,,,,,,,,,,20,,,,,40,,30,,,,,,,
10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร์,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาคณิตศาสตร์,2569,69.1461,10,,,,,,,,,,,,,,,,20,,,,,40,,30,,,,,,,
10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,การปกครอง,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเกาหลี,2569,69.1461,10,,,,,,,,,,,,,,,,20,,,,,40,,30,,,,,,,
10010124903201A,จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,ความสัมพันธ์ระหว่างประเทศ,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเกาหลี,2569,69.1461,10,,,,,,,,,,,,,,,,20,,,,,40,,30,,,,,,,
10010123210402A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,เคมีวิศวกรรม,,2569,43.3326,20,,,,,,,,,,,,30,,,20,,,15,15,,,,,,,,,,,
10010123213501A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,,,2569,63.7638,20,,,,,,,,,,,,50,,,20,,,,,,,,10,,,,,,,
10010123213101A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,,,2569,47.6792,20,,,,,,,,,,,,35,,,10,,,5,20,10,,,,,,,,,,
10010123212701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,,,2569,51.5264,30,,,,,,,,,,,,40,,,15,,,15,,,,,,,,,,,,
10010123211001A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,เทคโนโลยีการอาหาร,,2569,58.252,20,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,
10010123211001A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,เทคโนโลยีทางอาหาร,,2569,58.252,20,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,
10010123213001A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทางทะเล,,,2569,30.2246,,20,10,,,,,,,,,,,,,15,,,15,20,20,,,,,,,,,,
10010123210701A,จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,,,2569,55.7606,20,,,,,,,,,,,,30,,,,,,,,50,,,,,,,,,,
